league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,90s,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,playing_time_90s
NED-Eredivisie,2526,Zwolle,Duke Verduin,NED,GK,21.0,2003.0,1,1,90,,2,2.0,8,6,75.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,1.0
NED-Eredivisie,2526,Zwolle,Jasper Schendelaar,NED,GK,24.0,2000.0,2,2,180,,4,2.0,9,5,55.6,0.0,2.0,0.0,0,0.0,1,1,0,0,0.0,2.0
NED-Eredivisie,2526,Zwolle,Tom de Graaff,NED,GK,20.0,2004.0,31,31,2790,,65,2.1,193,127,66.3,9.0,8.0,14.0,6,19.4,2,2,0,0,0.0,31.0
POR-Primeira Liga,2425,AVS Futebol,Guillermo Ochoa,MEX,GK,39.0,1985.0,23,23,2070,,45,1.96,119,74,62.2,4.0,6.0,13.0,6,26.1,1,1,0,0,0.0,23.0
POR-Primeira Liga,2425,AVS Futebol,Simão Bertelli,BRA,GK,31.0,1993.0,11,11,990,,15,1.36,57,42,73.7,1.0,6.0,4.0,2,18.2,3,2,1,0,33.3,11.0
POR-Primeira Liga,2425,Arouca,João Valido,POR,GK,24.0,2000.0,5,5,450,,6,1.2,20,14,70.0,1.0,3.0,1.0,1,20.0,1,1,0,0,0.0,5.0
POR-Primeira Liga,2425,Arouca,Nico Mantl,GER,GK,24.0,2000.0,29,29,2610,,43,1.48,125,82,65.6,8.0,8.0,13.0,7,24.1,8,8,0,0,0.0,29.0
POR-Primeira Liga,2425,Benfica,Anatolii Trubin,UKR,GK,22.0,2001.0,32,32,2880,,28,0.87,100,72,72.0,23.0,5.0,4.0,13,40.6,3,2,1,0,33.3,32.0
POR-Primeira Liga,2425,Benfica,Samuel Soares,POR,GK,22.0,2002.0,2,2,180,,0,0.0,4,4,100.0,2.0,0.0,0.0,2,100.0,1,0,1,0,100.0,2.0
POR-Primeira Liga,2425,Boavista,César,BRA,GK,32.0,1992.0,16,16,1440,,30,1.87,81,51,63.0,1.0,4.0,11.0,2,12.5,3,3,0,0,0.0,16.0
POR-Primeira Liga,2425,Boavista,João Gonçalves,POR,GK,23.0,2000.0,4,4,360,,2,0.5,8,6,75.0,1.0,1.0,2.0,2,50.0,0,0,0,0,,4.0
POR-Primeira Liga,2425,Boavista,Tomáš Vaclík,CZE,GK,35.0,1989.0,12,12,1080,,22,1.83,78,56,71.8,4.0,0.0,8.0,3,25.0,3,3,0,0,0.0,12.0
POR-Primeira Liga,2425,Boavista,Tomé,POR,GK,17.0,2006.0,2,2,180,,5,2.5,11,6,54.5,0.0,1.0,1.0,0,0.0,0,0,0,0,,2.0
POR-Primeira Liga,2425,Braga,Lukáš Horníček,CZE,GK,22.0,2002.0,17,17,1530,,11,0.65,58,47,81.0,10.0,5.0,2.0,8,47.1,1,1,0,0,0.0,17.0
POR-Primeira Liga,2425,Braga,Matheus,BRA,GK,32.0,1992.0,17,17,1530,,19,1.12,66,47,71.2,9.0,4.0,4.0,7,41.2,2,2,0,0,0.0,17.0
POR-Primeira Liga,2425,Casa Pia,Daniel Azevedo,POR,GK,26.0,1998.0,1,1,90,,2,2.0,4,2,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,1.0
POR-Primeira Liga,2425,Casa Pia,Patrick Sequeira,CRC,GK,25.0,1999.0,32,32,2880,,41,1.28,158,117,74.1,12.0,9.0,11.0,7,21.9,7,6,0,1,0.0,32.0
POR-Primeira Liga,2425,Casa Pia,Ricardo Batista,POR,GK,37.0,1986.0,1,1,90,,1,1.0,2,1,50.0,0.0,0.0,1.0,0,0.0,1,1,0,0,0.0,1.0
POR-Primeira Liga,2425,Estoril,Daniel Figueira,POR,GK,26.0,1998.0,1,1,90,,4,4.0,7,3,42.9,0.0,0.0,1.0,0,0.0,1,1,0,0,0.0,1.0
POR-Primeira Liga,2425,Estoril,Joel Robles,ESP,GK,34.0,1990.0,29,29,2610,,46,1.59,128,82,64.1,10.0,9.0,10.0,5,17.2,6,5,1,0,16.7,29.0
POR-Primeira Liga,2425,Estoril,Kevin Chamorro,CRC,GK,24.0,2000.0,4,4,360,,3,0.75,12,9,75.0,2.0,1.0,1.0,2,50.0,1,1,0,0,0.0,4.0
POR-Primeira Liga,2425,Estrela,Bruno Brigido,BRA,GK,33.0,1991.0,18,18,1575,,30,1.71,86,56,65.1,4.0,4.0,10.0,2,11.1,2,2,0,0,0.0,17.5
POR-Primeira Liga,2425,Estrela,Francisco Meixedo,POR,GK,23.0,2001.0,1,0,45,,0,0.0,3,3,100.0,0.0,0.0,0.0,1,,0,0,0,0,,0.5
POR-Primeira Liga,2425,Estrela,João Costa,POR,GK,28.0,1996.0,14,14,1260,,17,1.21,55,38,69.1,3.0,3.0,8.0,4,28.6,4,3,1,0,25.0,14.0
POR-Primeira Liga,2425,Estrela,Marko Gudžulić,SRB,GK,22.0,2002.0,2,2,180,,3,1.5,9,6,66.7,0.0,1.0,1.0,1,50.0,1,0,1,0,100.0,2.0
POR-Primeira Liga,2425,Famalicão,Ivan Zlobin,RUS,GK,27.0,1997.0,15,15,1350,,18,1.2,63,45,71.4,4.0,7.0,4.0,5,33.3,1,1,0,0,0.0,15.0
POR-Primeira Liga,2425,Famalicão,Lazar Carević,MNE,GK,25.0,1999.0,18,18,1620,,21,1.17,74,53,71.6,7.0,4.0,7.0,7,38.9,4,3,1,0,25.0,18.0
POR-Primeira Liga,2425,Famalicão,Luiz Lúcio Reis Júnior,BRA,GK,23.0,2001.0,1,1,90,,0,0.0,2,2,100.0,1.0,0.0,0.0,1,100.0,0,0,0,0,,1.0
POR-Primeira Liga,2425,Farense,Kaique,BRA,GK,21.0,2003.0,6,6,540,,6,1.0,21,15,71.4,3.0,0.0,3.0,1,16.7,1,0,1,0,100.0,6.0
POR-Primeira Liga,2425,Farense,Ricardo Velho,POR,GK,25.0,1998.0,28,28,2520,,40,1.43,129,89,69.0,3.0,9.0,16.0,6,21.4,7,6,0,1,0.0,28.0
POR-Primeira Liga,2425,Gil Vicente,Andrew,BRA,GK,23.0,2001.0,33,33,2970,,46,1.39,122,81,62.3,8.0,9.0,16.0,7,21.2,7,6,0,1,0.0,33.0
POR-Primeira Liga,2425,Gil Vicente,Brian Araújo,FRA,GK,24.0,2000.0,1,1,90,,1,1.0,3,2,66.7,0.0,1.0,0.0,0,0.0,0,0,0,0,,1.0
POR-Primeira Liga,2425,Moreirense,Caio Secco,BRA,GK,33.0,1990.0,5,5,447,,8,1.61,23,15,65.2,1.0,3.0,1.0,1,20.0,2,2,0,0,0.0,5.0
POR-Primeira Liga,2425,Moreirense,Kewin,BRA,GK,28.0,1995.0,29,29,2610,,42,1.45,112,72,62.5,9.0,7.0,13.0,6,20.7,3,3,0,0,0.0,29.0
POR-Primeira Liga,2425,Moreirense,Mika,POR,GK,33.0,1991.0,1,0,3,,0,0.0,0,0,,0.0,0.0,0.0,1,,0,0,0,0,,0.0
POR-Primeira Liga,2425,Nacional,Lucas França,BRA,GK,28.0,1996.0,33,33,2925,,46,1.42,150,104,69.3,9.0,7.0,17.0,8,24.2,9,7,0,2,0.0,32.5
POR-Primeira Liga,2425,Nacional,Rui Encarnação,POR,GK,26.0,1998.0,2,1,135,,4,2.67,7,3,42.9,0.0,0.0,1.0,0,0.0,2,2,0,0,0.0,1.5
POR-Primeira Liga,2425,Porto,Cláudio Ramos,POR,GK,32.0,1991.0,2,2,180,,3,1.5,8,5,62.5,1.0,0.0,1.0,0,0.0,1,1,0,0,0.0,2.0
POR-Primeira Liga,2425,Porto,Diogo Costa,POR,GK,24.0,1999.0,32,32,2880,,27,0.84,85,58,68.2,21.0,5.0,6.0,16,50.0,7,5,2,0,28.6,32.0
POR-Primeira Liga,2425,Rio Ave,Cezary Miszta,POL,GK,22.0,2001.0,26,26,2325,,42,1.63,132,90,68.2,7.0,9.0,10.0,3,11.5,3,3,0,0,0.0,25.8
POR-Primeira Liga,2425,Rio Ave,Jhonatan,BRA,GK,33.0,1991.0,8,8,720,,13,1.62,43,30,69.8,2.0,2.0,4.0,2,25.0,0,0,0,0,,8.0
POR-Primeira Liga,2425,Rio Ave,Matheus Teixeira,BRA,GK,25.0,1999.0,1,0,15,,0,0.0,0,0,,0.0,0.0,0.0,0,,0,0,0,0,,0.2
POR-Primeira Liga,2425,Santa Clara,Gabriel Batista,BRA,GK,26.0,1998.0,34,34,3060,,32,0.94,113,81,71.7,17.0,6.0,11.0,11,32.4,6,4,1,1,20.0,34.0
POR-Primeira Liga,2425,Sporting CP,Franco Israel,URU,GK,24.0,2000.0,11,11,990,,9,0.82,25,15,64.0,9.0,2.0,0.0,7,63.6,0,0,0,0,,11.0
POR-Primeira Liga,2425,Sporting CP,Rui Silva,POR,GK,30.0,1994.0,17,17,1530,,13,0.76,34,21,61.8,12.0,5.0,0.0,6,35.3,4,4,0,0,0.0,17.0
POR-Primeira Liga,2425,Sporting CP,Vladan Kovačević,BIH,GK,26.0,1998.0,6,6,540,,5,0.83,16,11,68.8,4.0,0.0,2.0,2,33.3,0,0,0,0,,6.0
POR-Primeira Liga,2425,Vit. Guimarães,Bruno Varela,CPV,GK,29.0,1994.0,34,34,3060,,37,1.09,98,63,62.2,14.0,12.0,8.0,13,38.2,7,5,0,2,0.0,34.0
POR-Primeira Liga,2526,AVS Futebol,Adriel,BRA,GK,24.0,2001.0,16,16,1440,,24,1.5,86,61,72.1,3.0,7.0,6.0,4,25.0,0,0,0,0,,16.0
POR-Primeira Liga,2526,AVS Futebol,João Gonçalves,POR,GK,24.0,2000.0,6,6,540,,17,2.83,40,23,57.5,0.0,2.0,4.0,0,0.0,4,3,0,1,0.0,6.0
POR-Primeira Liga,2526,AVS Futebol,Pedro Trigueira,POR,GK,37.0,1988.0,1,0,8,,0,0.0,0,0,,0.0,0.0,0.0,1,,0,0,0,0,,0.1
POR-Primeira Liga,2526,AVS Futebol,Simão Bertelli,BRA,GK,32.0,1993.0,12,12,1072,,26,2.18,58,32,55.2,0.0,3.0,9.0,1,8.3,3,3,0,0,0.0,11.9
POR-Primeira Liga,2526,Alverca,André Gomes,POR,GK,20.0,2004.0,25,25,2250,,41,1.64,111,70,63.1,7.0,8.0,10.0,6,24.0,6,4,1,1,20.0,25.0
POR-Primeira Liga,2526,Alverca,Matheus Mendes,BRA,GK,26.0,1999.0,9,9,810,,11,1.22,38,27,71.1,3.0,1.0,5.0,0,0.0,0,0,0,0,,9.0
POR-Primeira Liga,2526,Arouca,Ignacio De Arruabarrena,URU,GK,28.0,1997.0,16,16,1440,,21,1.31,60,39,65.0,9.0,1.0,6.0,5,31.3,2,2,0,0,0.0,16.0
POR-Primeira Liga,2526,Arouca,Jakub Vinarcik,SVK,GK,20.0,2005.0,1,1,90,,1,1.0,2,1,50.0,0.0,0.0,1.0,0,0.0,0,0,0,0,,1.0
POR-Primeira Liga,2526,Arouca,João Valido,POR,GK,25.0,2000.0,9,9,810,,24,2.67,48,24,50.0,2.0,3.0,4.0,0,0.0,6,5,1,0,16.7,9.0
POR-Primeira Liga,2526,Arouca,Nico Mantl,GER,GK,25.0,2000.0,8,8,720,,18,2.25,44,26,59.1,1.0,2.0,5.0,2,25.0,1,0,0,1,,8.0
POR-Primeira Liga,2526,Benfica,Anatolii Trubin,UKR,GK,23.0,2001.0,32,32,2880,,24,0.75,96,72,75.0,21.0,11.0,0.0,13,40.6,4,2,2,0,50.0,32.0
POR-Primeira Liga,2526,Benfica,Samuel Soares,POR,GK,23.0,2002.0,2,2,180,,1,0.5,11,10,90.9,2.0,0.0,0.0,1,50.0,0,0,0,0,,2.0
POR-Primeira Liga,2526,Braga,João Carvalho,POR,GK,21.0,2004.0,1,0,11,,1,8.18,2,1,50.0,,,,0,,0,0,0,0,,0.1
POR-Primeira Liga,2526,Braga,Lukáš Horníček,CZE,GK,23.0,2002.0,33,33,2959,,33,1.0,105,72,68.6,16.0,11.0,6.0,12,36.4,6,3,2,1,40.0,32.9
POR-Primeira Liga,2526,Braga,Tiago Sá,POR,GK,30.0,1995.0,1,1,90,,2,2.0,3,1,33.3,0.0,0.0,1.0,0,0.0,0,0,0,0,,1.0
POR-Primeira Liga,2526,Casa Pia,Daniel Azevedo,POR,GK,27.0,1998.0,3,2,218,,7,2.89,14,7,50.0,0.0,1.0,1.0,0,0.0,1,1,0,0,0.0,2.4
POR-Primeira Liga,2526,Casa Pia,Patrick Sequeira,CRC,GK,26.0,1999.0,29,29,2526,,47,1.67,127,79,63.0,5.0,10.0,14.0,7,24.1,10,9,0,1,0.0,28.1
POR-Primeira Liga,2526,Casa Pia,Ricardo Batista,POR,GK,38.0,1986.0,4,3,316,,5,1.42,14,9,64.3,1.0,1.0,1.0,0,0.0,1,1,0,0,0.0,3.5
POR-Primeira Liga,2526,Estoril,Joel Robles,ESP,GK,35.0,1990.0,31,31,2790,,54,1.74,137,83,60.6,10.0,8.0,13.0,5,16.1,7,7,0,0,0.0,31.0
POR-Primeira Liga,2526,Estoril,Martin Turk,SVN,GK,21.0,2003.0,3,3,270,,3,1.0,12,9,75.0,0.0,1.0,2.0,0,0.0,1,1,0,0,0.0,3.0
POR-Primeira Liga,2526,Estrela,David Grilo,POR,GK,28.0,1996.0,1,1,90,,2,2.0,4,2,50.0,0.0,0.0,1.0,0,0.0,1,1,0,0,0.0,1.0
POR-Primeira Liga,2526,Estrela,Renan Ribeiro,BRA,GK,35.0,1990.0,33,33,2970,,54,1.64,149,95,63.8,6.0,12.0,15.0,8,24.2,11,9,2,0,18.2,33.0
POR-Primeira Liga,2526,Famalicão,Lazar Carević,MNE,GK,26.0,1999.0,34,34,3060,,29,0.85,124,93,76.6,15.0,11.0,8.0,17,50.0,7,6,1,0,14.3,34.0
POR-Primeira Liga,2526,Gil Vicente,Andrew,BRA,GK,24.0,2001.0,17,17,1495,,12,0.72,54,42,77.8,7.0,7.0,3.0,9,52.9,4,2,2,0,50.0,16.6
POR-Primeira Liga,2526,Gil Vicente,Daniel Figueira,POR,GK,27.0,1998.0,10,9,841,,14,1.5,41,27,65.9,3.0,2.0,4.0,3,33.3,3,2,1,0,33.3,9.3
POR-Primeira Liga,2526,Gil Vicente,Lucão,BRA,GK,24.0,2001.0,8,8,720,,12,1.5,26,14,53.8,3.0,2.0,3.0,1,12.5,0,0,0,0,,8.0
POR-Primeira Liga,2526,Moreirense,André Ferreira,POR,GK,29.0,1996.0,22,22,1980,,37,1.68,110,73,66.4,4.0,6.0,12.0,4,18.2,8,7,1,0,12.5,22.0
POR-Primeira Liga,2526,Moreirense,Caio Secco,BRA,GK,34.0,1990.0,11,11,990,,12,1.09,40,28,70.0,8.0,0.0,3.0,4,36.4,5,5,0,0,0.0,11.0
POR-Primeira Liga,2526,Moreirense,Mika,POR,GK,34.0,1991.0,1,1,90,,0,0.0,0,0,,0.0,1.0,0.0,1,100.0,0,0,0,0,,1.0
POR-Primeira Liga,2526,Nacional,Kaique,BRA,GK,22.0,2003.0,28,28,2520,,35,1.25,119,84,70.6,8.0,6.0,14.0,7,25.0,8,3,4,1,57.1,28.0
POR-Primeira Liga,2526,Nacional,Lucas França,BRA,GK,29.0,1996.0,6,6,540,,10,1.67,28,18,64.3,1.0,1.0,4.0,1,16.7,1,1,0,0,0.0,6.0
POR-Primeira Liga,2526,Porto,Cláudio Ramos,POR,GK,33.0,1991.0,2,1,135,,3,2.0,6,3,50.0,0.0,0.0,1.0,1,100.0,0,0,0,0,,1.5
POR-Primeira Liga,2526,Porto,Diogo Costa,POR,GK,25.0,1999.0,33,33,2906,,15,0.46,74,59,79.7,28.0,4.0,1.0,21,63.6,2,1,1,0,50.0,32.3
POR-Primeira Liga,2526,Porto,João Costa,POR,GK,29.0,1996.0,1,0,19,,0,0.0,0,0,,0.0,0.0,0.0,1,,0,0,0,0,,0.2
POR-Primeira Liga,2526,Rio Ave,Cezary Miszta,POL,GK,23.0,2001.0,21,21,1890,,38,1.81,115,77,67.0,4.0,9.0,8.0,3,14.3,3,3,0,0,0.0,21.0
POR-Primeira Liga,2526,Rio Ave,Ennio van der Gouw,NED,GK,24.0,2001.0,10,10,900,,11,1.1,40,29,72.5,4.0,2.0,4.0,3,30.0,0,0,0,0,,10.0
POR-Primeira Liga,2526,Rio Ave,Kevin Chamorro,CRC,GK,25.0,2000.0,3,3,270,,8,2.67,17,9,52.9,0.0,1.0,2.0,0,0.0,0,0,0,0,,3.0
POR-Primeira Liga,2526,Santa Clara,Gabriel Batista,BRA,GK,27.0,1998.0,32,32,2880,,40,1.25,114,74,64.9,8.0,9.0,15.0,9,28.1,7,6,1,0,14.3,32.0
POR-Primeira Liga,2526,Santa Clara,João Afonso,POR,GK,18.0,2007.0,2,2,180,,1,0.5,8,7,87.5,1.0,0.0,1.0,1,50.0,0,0,0,0,,2.0
POR-Primeira Liga,2526,Sporting CP,João Virgínia,POR,GK,25.0,1999.0,2,2,180,,1,0.5,4,3,75.0,2.0,0.0,0.0,1,50.0,0,0,0,0,,2.0
POR-Primeira Liga,2526,Sporting CP,Rui Silva,POR,GK,31.0,1994.0,32,32,2880,,23,0.72,97,74,76.3,23.0,7.0,2.0,14,43.8,5,4,1,0,20.0,32.0
POR-Primeira Liga,2526,Tondela,Bernardo Fontes,BRA,GK,23.0,2002.0,34,34,3060,,55,1.62,169,113,67.5,6.0,10.0,18.0,7,20.6,10,8,1,1,11.1,34.0
POR-Primeira Liga,2526,Vit. Guimarães,Charles,BRA,GK,31.0,1994.0,19,19,1710,,32,1.68,94,62,66.0,6.0,3.0,10.0,4,21.1,2,2,0,0,0.0,19.0
POR-Primeira Liga,2526,Vit. Guimarães,Juan Castillo,COL,GK,22.0,2003.0,15,15,1350,,19,1.27,63,44,69.8,6.0,3.0,6.0,6,40.0,3,2,0,1,0.0,15.0
